"Item Code","Item Description","Part No.","Part Description","Model","Unit Of Measurement","Spare Part Type","Location","Specify","Part Category","Is Expiry date Required","Min Nos","Max Nos","Minimum Price Per Nos (RM)","Maximum Price Per Nos (RM)","Brand","Status","Expiry Age (In Month)","Current Stock Level"
"BP0001","Batteries/ UPS","01-1603-2101-001","Rechargeable Battery","Paspot Sl","Unit","Just In Time","Centralized","","Biomedical","No","0","5"," [$900Sun, 16 Sep 1900 00:00:00 +0000] * #,##0.00 "," [$1000Thu, 25 Oct 1900 00:00:00 +0000] * #,##0.00 ","DATASCOPE","Active","0","0"
"BP0001","Batteries/ UPS","01-0203-0601-002","Battery","Accutor Plus","Unit","Just In Time","Centralized","","Biomedical","No","0","10"," [$1000Fri, 26 Oct 1900 00:00:00 +0000] * #,##0.00 "," [$1200Mon, 10 Dec 1900 00:00:00 +0000] * #,##0.00 ","DATASCOPE","Active","0","0"
"BP0004","Cables/ Lead Wires (or any part of it)","01-1604-1601-001","PHILIPS Spo2 Sensor Adapter Cable M1940A","M1205a","Unit","One Off","Others","Vendor - By Purchase Order","Biomedical","No","0","5"," [$1100Fri, 23 Nov 1900 00:00:00 +0000] * #,##0.00 "," [$101Fri, 11 Jan 1901 04:48:00 +0000] * #,##0.00 ","VIRDIA","Active","0","2"
"BP0001","Batteries/ UPS","01-1609-0102-001","Rechargeable Battery 6V 12Ah","Pc 2tx","Unit","Just In Time","Centralized","","Biomedical","No","0","40"," [$300Tue, 20 Mar 1900 00:00:00 +0000] * #,##0.00 "," [$400Sun, 01 Apr 1900 00:00:00 +0000] * #,##0.00 ","GRASEBY","Active","0","12"
"BP0003","Bulbs/ Lamps","01-1620-0100-001","PHOTHOTHERAPY LAMP BULB ULTRAVIOLET UV-AL 100W/13","Spectra 311/350","Unit","Fast Moving Item","Company Site Office","","Biomedical","No","1","100"," [$1000Tue, 16 Oct 1900 00:00:00 +0000] * #,##0.00 "," [$1100Wed, 28 Nov 1900 12:00:00 +0000] * #,##0.00 ","Daavlin","Active","0","0"
"BP0003","Bulbs/ Lamps","01-1620-0100-002","PHOTHOTHERAPY LAMP BULB ULTRAVIOLET UV-B TL 100W/12","Spectra 311/350","Unit","Fast Moving Item","Company Site Office","","Biomedical","No","1","70"," [$1200Sat, 15 Dec 1900 00:00:00 +0000] * #,##0.00 "," [$201Tue, 05 Feb 1901 12:00:00 +0000] * #,##0.00 ","Daavlin","Active","0","0"
"BP0026","Solenoids/ Valves/ Gauges","01-1803-0102-001","RP VALVE BODY ASSEMBLY","Alphabed Plus","Unit","One Off","Others","Vendor - By Purchase Order","Biomedical","No","0","2"," [$300Tue, 20 Mar 1900 00:00:00 +0000] * #,##0.00 "," [$400Sun, 01 Apr 1900 00:00:00 +0000] * #,##0.00 ","HUNTLEIGH","Active","0","0"
"BP0005","Casing/ Covers/ Brackets/ Latches/ Part Holders","01-1803-1201-001","Handle Bracket Set","1010","Unit","One Off","Others","Vendor - By Purchase Order","Biomedical","No","0","10"," [$600Sat, 23 Jun 1900 00:00:00 +0000] * #,##0.00 "," [$700Thu, 19 Jul 1900 06:00:00 +0000] * #,##0.00 ","AEROCARE","Active","0","0"
"BP0011","Equipment Specific Parts","01-1803-1201-002","Compressor","1010","Unit","One Off","Others","Vendor - By Purchase Order","Biomedical","No","0","2"," [$801Thu, 22 Aug 1901 00:00:00 +0000] * #,##0.00 "," [$1101Wed, 20 Nov 1901 00:00:00 +0000] * #,##0.00 ","AEROCARE","Active","0","0"
"BP0011","Equipment Specific Parts","01-1803-1401-001","Air Reservoir","App 2000","Unit","One Off","Others","Vendor - By Purchase Order","Biomedical","No","0","10"," [$200Sat, 24 Feb 1900 00:00:00 +0000] * #,##0.00 "," [$300Sat, 03 Mar 1900 06:00:00 +0000] * #,##0.00 ","Bantex","Active","0","0"
"BP0007","Diaphragms/ Pumps","01-1803-1401-002","Pumping Set","App 2000","Unit","One Off","Others","Vendor - By Purchase Order","Biomedical","No","0","10"," [$300Sat, 03 Mar 1900 14:24:00 +0000] * #,##0.00 "," [$300Tue, 13 Mar 1900 03:21:36 +0000] * #,##0.00 ","Bantex","Active","0","0"
"BP0013","Heater Elements","01-1806-0101-001","Element Heating","Chamion","Unit","Fast Moving Item","Company Site Office","","Biomedical","No","1","10"," [$1200Wed, 05 Dec 1900 00:00:00 +0000] * #,##0.00 "," [$101Fri, 25 Jan 1901 00:00:00 +0000] * #,##0.00 ","Haraeus","Active","0","1"
"BP0011","Equipment Specific Parts","01-1902-0202-001","Sl 6V 20W Toeimeter","Lm770","Unit","Fast Moving Item","Company Site Office","","Biomedical","No","1","10"," [$1000Sun, 14 Oct 1900 00:00:00 +0000] * #,##0.00 "," [$1100Mon, 26 Nov 1900 04:48:00 +0000] * #,##0.00 ","NIDEK","Active","0","0"
"BP0003","Bulbs/ Lamps","01-1902-0401-001","Bulb 12 V 30 W","Ns-Iv","Unit","Fast Moving Item","Company Site Office","","Biomedical","No","1","8"," [$100Wed, 24 Jan 1900 00:00:00 +0000] * #,##0.00 "," [$100Sat, 27 Jan 1900 14:24:00 +0000] * #,##0.00 ","Nikon","Active","0","5"
"BP0004","Cables/ Lead Wires (or any part of it)","01-1603-0901-002","Patient Extension Cable 8'","2000","Unit","Fast Moving Item","Company Site Office","","Biomedical","No","1","15"," [$801Fri, 02 Aug 1901 00:00:00 +0000] * #,##0.00 "," [$1001Mon, 28 Oct 1901 00:00:00 +0000] * #,##0.00 ","IVY","Active","0","4"
"BP0024","Printed Circuit Boards (PCB; Other than Power Supply)","01-1302-0101-002","Pcb,Display","Myomed 432","Unit","One Off","Others","Vendor - By Purchase Order","Biomedical","No","0","1"," [$400Mon, 09 Apr 1900 00:00:00 +0000] * #,##0.00 "," [$400Tue, 24 Apr 1900 00:00:00 +0000] * #,##0.00 ","JH-ENRAF","Active","0","0"
"BP0024","Printed Circuit Boards (PCB; Other than Power Supply)","01-1302-0101-003","Pcb,Main","Myomed 432","Unit","One Off","Others","Vendor - By Purchase Order","Biomedical","No","0","1"," [$200Wed, 07 Feb 1900 00:00:00 +0000] * #,##0.00 "," [$200Mon, 12 Feb 1900 16:48:00 +0000] * #,##0.00 ","JH-ENRAF","Active","0","0"
"BP0011","Equipment Specific Parts","01-1401-0102-001","PARI Automizer Upper Section","Inhalierboy","Unit","One Off","Others","Vendor - By Purchase Order","Biomedical","No","0","4"," [$600Thu, 28 Jun 1900 00:00:00 +0000] * #,##0.00 "," [$700Wed, 25 Jul 1900 00:00:00 +0000] * #,##0.00 ","PARI","Active","0","1"
"BP0011","Equipment Specific Parts","01-1401-0102-003","Nozzle Complete","Inhalierboy","Unit","One Off","Others","Vendor - By Purchase Order","Biomedical","No","0","4"," [$1000Sat, 06 Oct 1900 00:00:00 +0000] * #,##0.00 "," [$1100Sat, 17 Nov 1900 00:00:00 +0000] * #,##0.00 ","PARI","Active","0","0"
"BP0006","Cuffs","01-0203-0501-005","Cuff Single Tube Child","Common","Unit","Fast Moving Item","Company Site Office","","Biomedical","No","1","150"," [$100Tue, 30 Jan 1900 00:00:00 +0000] * #,##0.00 "," [$200Sat, 03 Feb 1900 12:00:00 +0000] * #,##0.00 ","Common","Active","0","12"
"BP0026","Solenoids/ Valves/ Gauges","01-0804-0101-001","Terumo Vacuum Valve","Acs152","Unit","One Off","Others","Vendor - By Purchase Order","Biomedical","No","0","1"," [$1202Thu, 25 Dec 1902 00:00:00 +0000] * #,##0.00 "," [$603Sat, 06 Jun 1903 12:00:00 +0000] * #,##0.00 ","TERUMO","Active","0","0"
"BP0027","Switchs/ Knobs/Buttons","01-0203-0301-010","Sheet Switch COLIN BP8800","Bp8800","Unit","One Off","Others","Vendor - By Purchase Order","Biomedical","No","0","30"," [$301Mon, 25 Mar 1901 00:00:00 +0000] * #,##0.00 "," [$501Fri, 31 May 1901 12:00:00 +0000] * #,##0.00 ","COLIN","Active","0","5"
"BP0001","Batteries/ UPS","01-2400-0101-001","Battery 7.2V","Adaptor","Unit","Just In Time","Centralized","","Biomedical","No","0","5"," [$300Tue, 20 Mar 1900 00:00:00 +0000] * #,##0.00 "," [$400Sun, 01 Apr 1900 00:00:00 +0000] * #,##0.00 ","Seca","Active","0","0"
"BP0001","Batteries/ UPS","01-0903-0104-010","IP BATTERY 34508210","Common","Unit","Just In Time","Centralized","","Biomedical","No","0","7"," [$300Tue, 20 Mar 1900 00:00:00 +0000] * #,##0.00 "," [$400Sun, 01 Apr 1900 00:00:00 +0000] * #,##0.00 ","Common","Active","0","0"
"BP0003","Bulbs/ Lamps","01-1504-0101-004","BULB KEELER OPTHALMOSCOPE BULB 2.8V","Common","Unit","Fast Moving Item","Company Site Office","","Biomedical","No","1","13"," [$400Sat, 14 Apr 1900 00:00:00 +0000] * #,##0.00 "," [$400Sun, 29 Apr 1900 18:00:00 +0000] * #,##0.00 ","Common","Active","0","5"
"BP0014","Hoses/ Tubings/ Adaptors/ Couplers/ Connectors/ Pipes","01-0903-0202-004","Tube Pressure C/W Rubber","Common","Unit","Fast Moving Item","Company Site Office","","Biomedical","No","1","20"," [$500Thu, 24 May 1900 00:00:00 +0000] * #,##0.00 "," [$600Thu, 14 Jun 1900 18:00:00 +0000] * #,##0.00 ","Common","Active","0","12"
"BP0001","Batteries/ UPS","01-0203-0902-003","Battery 6V","Pm 600","Unit","Just In Time","Centralized","","Biomedical","No","0","1"," [$300Tue, 20 Mar 1900 00:00:00 +0000] * #,##0.00 "," [$400Sun, 01 Apr 1900 00:00:00 +0000] * #,##0.00 ","Mindray","Active","0","0"
"BP0001","Batteries/ UPS","01-0203-0902-006","BATTERY MINDRAY PM600 LC-R061R3P","Pm 600","Unit","Just In Time","Centralized","","Biomedical","No","0","60"," [$300Thu, 15 Mar 1900 00:00:00 +0000] * #,##0.00 "," [$300Mon, 26 Mar 1900 06:00:00 +0000] * #,##0.00 ","Mindray","Active","0","14"
"BP0005","Casing/ Covers/ Brackets/ Latches/ Part Holders","01-0303-0301-001","Case Bottom","M13151a","Unit","One Off","Others","Vendor - By Purchase Order","Biomedical","No","0","3"," [$1100Fri, 23 Nov 1900 00:00:00 +0000] * #,##0.00 "," [$101Fri, 11 Jan 1901 04:48:00 +0000] * #,##0.00 ","AGILENT","Active","0","0"
"BP0028","Transducers/ Probes","01-0306-0203-002","Probe Aga","747","Unit","One Off","Others","Vendor - By Purchase Order","Biomedical","No","0","1"," [$1105Wed, 01 Nov 1905 00:00:00 +0000] * #,##0.00 "," [$906Sun, 16 Sep 1906 19:12:00 +0000] * #,##0.00 ","HITACHI","Active","0","0"
"BP0022","Power Supply Unit (PCB or Module)/ Transfomer","01-0401-0101-006","Power Convertion Board","Lp9b","Unit","One Off","Others","Vendor - By Purchase Order","Biomedical","No","0","1"," [$115Thu, 21 Jan 1915 00:00:00 +0000] * #,##0.00 "," [$417Wed, 25 Apr 1917 00:00:00 +0000] * #,##0.00 ","PHYSIO CONTROL","Active","0","0"
"BP0001","Batteries/ UPS","01-0401-0402-001","Rechargeable Battery","Cardio Hid","Unit","Just In Time","Centralized","","Biomedical","No","0","1"," [$103Sun, 04 Jan 1903 00:00:00 +0000] * #,##0.00 "," [$603Thu, 18 Jun 1903 00:00:00 +0000] * #,##0.00 ","S&W/Innomed","Active","0","0"
"BP0011","Equipment Specific Parts","01-2203-0101-003","Manometer With Pointer","Iv100b","Unit","One Off","Others","Vendor - By Purchase Order","Biomedical","No","0","2"," [$501Sun, 12 May 1901 12:00:00 +0000] * #,##0.00 "," [$701Fri, 26 Jul 1901 06:43:12 +0000] * #,##0.00 ","Sechrist","Active","0","0"
"BP0023","PPM/ Service/Maintenance/ Repair Kits","01-0101-0101-001","Ppm Kit","Elite 615","Unit","Fast Moving Item","Company Site Office","","Biomedical","No","1","10"," [$1007Sun, 20 Oct 1907 00:00:00 +0000] * #,##0.00 "," [$1208Sun, 20 Dec 1908 12:00:00 +0000] * #,##0.00 ","ULCO","Active","0","0"
"BP0028","Transducers/ Probes","01-0101-0101-034","O2 STAINLESS STEEL OXY PROBE REMOTE O2","Elite 615","Unit","One Off","Others","Vendor - By Purchase Order","Biomedical","No","0","50"," [$300Mon, 05 Mar 1900 00:00:00 +0000] * #,##0.00 "," [$300Wed, 14 Mar 1900 18:00:00 +0000] * #,##0.00 ","ULCO","Active","0","10"
"BP0010","Electronic Components","01-0401-0502-006","Patient Relay","Codemaster","Unit","Just In Time","Centralized","","Biomedical","No","0","3"," [$1000Fri, 26 Oct 1900 00:00:00 +0000] * #,##0.00 "," [$1200Mon, 10 Dec 1900 00:00:00 +0000] * #,##0.00 ","HEWLETT PACKARD","Active","0","0"
"BP0024","Printed Circuit Boards (PCB; Other than Power Supply)","01-0503-0302-013","Mother Board Unit","106","Unit","One Off","Others","Vendor - By Purchase Order","Biomedical","No","0","10"," [$200Wed, 07 Feb 1900 00:00:00 +0000] * #,##0.00 "," [$200Mon, 12 Feb 1900 16:48:00 +0000] * #,##0.00 ","SUZUKEN","Active","0","0"
"BP0001","Batteries/ UPS","01-0503-0801-001","Battery 9.6V 1100mAH w/out connector","Fx2111","Unit","Just In Time","Centralized","","Biomedical","No","0","10"," [$300Tue, 20 Mar 1900 00:00:00 +0000] * #,##0.00 "," [$400Sun, 01 Apr 1900 00:00:00 +0000] * #,##0.00 ","Fukuda","Active","0","0"
"BP0001","Batteries/ UPS","01-0609-0000-001","Battery for Entral feeding","Kangaroo 924","Unit","Just In Time","Centralized","","Biomedical","No","0","60"," [$300Tue, 20 Mar 1900 00:00:00 +0000] * #,##0.00 "," [$400Sun, 01 Apr 1900 00:00:00 +0000] * #,##0.00 ","KANGAROO","Active","0","8"
"BP0010","Electronic Components","01-0802-0101-025","Relay Solid State","Sps450/550","Unit","One Off","Others","Vendor - By Purchase Order","Biomedical","No","0","4"," [$200Fri, 09 Feb 1900 00:00:00 +0000] * #,##0.00 "," [$200Thu, 15 Feb 1900 00:00:00 +0000] * #,##0.00 ","BAXTER","Active","0","0"
"BP0004","Cables/ Lead Wires (or any part of it)","01-0802-0101-038","Patient Cable","Sps450/550","Unit","One Off","Others","Vendor - By Purchase Order","Biomedical","No","0","4"," [$1000Tue, 02 Oct 1900 02:24:00 +0000] * #,##0.00 "," [$1100Mon, 12 Nov 1900 12:28:48 +0000] * #,##0.00 ","BAXTER","Active","0","0"
"BP0005","Casing/ Covers/ Brackets/ Latches/ Part Holders","01-1601-0402-005","DATASCOPE BEZEL FRONT HIGHT ASSEMBLY 0380-00-0359-04","Accutor Plus","Unit","One Off","Others","Vendor - By Purchase Order","Biomedical","No","0","3"," [$101Tue, 22 Jan 1901 00:00:00 +0000] * #,##0.00 "," [$301Thu, 21 Mar 1901 04:48:00 +0000] * #,##0.00 ","Datascope","Active","0","0"
"BP0004","Cables/ Lead Wires (or any part of it)","01-1601-0301-007","Spo2 Adaptor Cable","Athena Nt+","Unit","Fast Moving Item","Company Site Office","","Biomedical","No","1","6"," [$1204Sun, 04 Dec 1904 00:00:00 +0000] * #,##0.00 "," [$805Thu, 31 Aug 1905 00:00:00 +0000] * #,##0.00 ","S&W","Active","0","0"
"BP0012","Filters","01-1907-0201-007","AMEDA, 7 Shut Off Filter","Com 80221","Unit","Just In Time","Centralized","","Biomedical","No","0","59"," [$100Sun, 07 Jan 1900 00:00:00 +0000] * #,##0.00 "," [$100Mon, 08 Jan 1900 01:12:00 +0000] * #,##0.00 ","AMEDA, Egnell","Active","0","45"
"BP0004","Cables/ Lead Wires (or any part of it)","01-1603-0601-003","Extension Cable","Cosmo 7100","Unit","Fast Moving Item","Company Site Office","","Biomedical","No","1","10"," [$1001Thu, 31 Oct 1901 00:00:00 +0000] * #,##0.00 "," [$202Sat, 08 Feb 1902 12:00:00 +0000] * #,##0.00 ","NOVAMETRIX","Active","0","0"
"BP0004","Cables/ Lead Wires (or any part of it)","01-1603-0602-003","Connector Cable (Db-9/Oxysnap)","Cosmo 7100","Unit","Fast Moving Item","Company Site Office","","Biomedical","No","1","15"," [$1200Sat, 15 Dec 1900 00:00:00 +0000] * #,##0.00 "," [$201Tue, 05 Feb 1901 12:00:00 +0000] * #,##0.00 ","NOVAMETRIX","Active","0","0"
"BP0023","PPM/ Service/Maintenance/ Repair Kits","01-2203-0101-006","SECHRIST Ppm Service Kit","Iv100b","Unit","Fast Moving Item","Company Site Office","","Biomedical","No","1","10"," [$100Wed, 10 Jan 1900 00:00:00 +0000] * #,##0.00 "," [$100Thu, 11 Jan 1900 12:00:00 +0000] * #,##0.00 ","SECHRIST","Active","0","1"
"BP0017","Membranes","01-0903-0205-001","Membrane Sheet","Top 5200","Unit","Fast Moving Item","Company Site Office","","Biomedical","No","1","20"," [$300Sat, 10 Mar 1900 00:00:00 +0000] * #,##0.00 "," [$300Tue, 20 Mar 1900 12:00:00 +0000] * #,##0.00 ","TOP","Active","0","0"
"BP0003","Bulbs/ Lamps","01-1301-0201-001","Bulb OSRAM 5001BA15s 6V 10W","Leitz","Unit","Fast Moving Item","Company Site Office","","Biomedical","No","1","10"," [$100Wed, 24 Jan 1900 00:00:00 +0000] * #,##0.00 "," [$100Sat, 27 Jan 1900 14:24:00 +0000] * #,##0.00 ","LEITZ","Active","0","7"
"BP0003","Bulbs/ Lamps","01-1505-0201-001","Bulb 24V 40W","Ha58s","Unit","Just In Time","Centralized","","Biomedical","No","0","20"," [$300Sat, 17 Mar 1900 00:00:00 +0000] * #,##0.00 "," [$300Wed, 28 Mar 1900 13:12:00 +0000] * #,##0.00 ","DAI-ICHE","Active","0","0"
"BP0003","Bulbs/ Lamps","01-1505-0701-001","Bulb Halogen 50W 24V","Ax 4","Unit","Fast Moving Item","Company Site Office","","Biomedical","No","1","15"," [$100Thu, 18 Jan 1900 00:00:00 +0000] * #,##0.00 "," [$100Sat, 20 Jan 1900 16:48:00 +0000] * #,##0.00 ","ANGENIEUX/OSRAM","Active","0","0"
"BP0003","Bulbs/ Lamps","01-1505-0303-001","Bulb 24v 100w","X10df Duo V Fs","Unit","Fast Moving Item","Company Site Office","","Biomedical","No","1","20"," [$200Mon, 19 Feb 1900 00:00:00 +0000] * #,##0.00 "," [$200Mon, 26 Feb 1900 12:00:00 +0000] * #,##0.00 ","Angineuze","Active","0","0"
"BP0011","Equipment Specific Parts","01-1601-0103-009","Ic","78353a","Unit","Just In Time","Centralized","","Biomedical","No","0","10"," [$600Sat, 30 Jun 1900 00:00:00 +0000] * #,##0.00 "," [$700Fri, 27 Jul 1900 07:12:00 +0000] * #,##0.00 ","HEWLETT PACKARD","Active","0","1"
"BP0011","Equipment Specific Parts","01-0901-0303-018","AIR SHIELD Grommet Access","C300","Unit","One Off","Others","Vendor - By Purchase Order","Biomedical","No","0","7"," [$400Sun, 29 Apr 1900 00:00:00 +0000] * #,##0.00 "," [$500Thu, 17 May 1900 00:00:00 +0000] * #,##0.00 ","Air Shields","Active","0","7"
"BP0011","Equipment Specific Parts","01-0901-0304-009","AIR SHIELD Iris Sleeve (Pack Of 4)","C400 & 450","Unit","One Off","Others","Vendor - By Purchase Order","Biomedical","No","0","106"," [$100Thu, 18 Jan 1900 00:00:00 +0000] * #,##0.00 "," [$100Sat, 20 Jan 1900 16:48:00 +0000] * #,##0.00 ","Air Shields","Active","0","18"
"BP0011","Equipment Specific Parts","01-1303-0101-001","Htc Protection Sheild For Hps 101","Chemopharm","Unit","One Off","Others","Vendor - By Purchase Order","Biomedical","No","0","1"," [$100Thu, 18 Jan 1900 00:00:00 +0000] * #,##0.00 "," [$100Sat, 20 Jan 1900 16:48:00 +0000] * #,##0.00 ","Chemopharm","Active","0","0"
"BP0027","Switchs/ Knobs/Buttons","01-1303-0101-002","MEDELA DOUBLE ROCKER SWITCH MADELA","Chemopharm","Unit","One Off","Others","Vendor - By Purchase Order","Biomedical","No","0","1"," [$300Sat, 10 Mar 1900 00:00:00 +0000] * #,##0.00 "," [$300Tue, 20 Mar 1900 12:00:00 +0000] * #,##0.00 ","Chemopharm","Active","0","1"
"BP0016","Mechanical Components","01-1303-0202-001","MEDELA SQUARE NUT MADELA","Mls 1200","Unit","One Off","Others","Vendor - By Purchase Order","Biomedical","No","0","2"," [$100Thu, 18 Jan 1900 00:00:00 +0000] * #,##0.00 "," [$100Sat, 20 Jan 1900 16:48:00 +0000] * #,##0.00 ","Milestone","Active","0","1"
"BP0020","Paddles/ Wheels/ Castors/Brakes","01-1402-0301-001","CASTOR WHEEL WITH SCREW HEAD 2","Bp8000c","Unit","One Off","Others","Vendor - By Purchase Order","Biomedical","No","0","50"," [$100Wed, 03 Jan 1900 12:00:00 +0000] * #,##0.00 "," [$100Thu, 04 Jan 1900 00:43:12 +0000] * #,##0.00 ","Press Mate","Active","0","0"
"BP0028","Transducers/ Probes","01-0303-0201-003","CARDIOTOCOGRAPH 1.5Mhz Ultrasound Transducer (Yellow)","Sonicaid","Unit","Just In Time","Centralized","","Biomedical","No","0","5"," [$706Wed, 25 Jul 1906 00:00:00 +0000] * #,##0.00 "," [$707Fri, 19 Jul 1907 16:48:00 +0000] * #,##0.00 ","Oxford Instrument","Active","0","2"
